"disease","chiefdom","PHU","pop","epiweek","fyo","cas","dth"
"Sever Pneumonia","Gbonkolenken","CHC Manowo","9999","2015-51","u","18",""
"Sever Pneumonia","Kholifa Mabang","CHC Mabang","9999","2015-51","o","24",""
"Sever Pneumonia","Kholifa Mabang","CHC Mabang","9999","2015-51","u","81",""
"Sever Pneumonia","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","o","1",""
"Sever Pneumonia","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","u","5",""
"Sever Pneumonia","Malal Mara","MCHP Kiampkakolo","9999","2015-51","o","3",""
"Sever Pneumonia","Malal Mara","MCHP Kiampkakolo","9999","2015-51","u","11",""
"Sever Pneumonia","Yoni","CHC  Mathoir","9999","2015-51","o","",""
"Sever Pneumonia","Yoni","CHC  Mathoir","9999","2015-51","u","1",""
"Sever Pneumonia","Yoni","MCHP Rokimbi","9999","2015-51","o","6",""
"Sever Pneumonia","Yoni","MCHP Rokimbi","9999","2015-51","u","41",""
"Sever Pneumonia","Yoni","CHP Masengbeh","9999","2015-51","o","2",""
"Sever Pneumonia","Yoni","CHP Masengbeh","9999","2015-51","u","1",""
"Sever Pneumonia","Yoni","MCHP Matawa","9999","2015-51","o","",""
"Sever Pneumonia","Yoni","MCHP Matawa","9999","2015-51","u","2",""
"Typhoid Fever","Kholifa Rowalla","CHP Mabom","9999","2015-51","o","6",""
"Typhoid Fever","Kholifa Rowalla","CHP Mabom","9999","2015-51","u","",""
"Typhoid Fever","Gbonkolenken","Lion Heart Hospital","9999","2015-51","o","6",""
"Typhoid Fever","Gbonkolenken","Lion Heart Hospital","9999","2015-51","u","5",""
"Typhoid Fever","Gbonkolenken","MCHP Warrima","9999","2015-51","o","",""
"Typhoid Fever","Gbonkolenken","MCHP Warrima","9999","2015-51","u","1",""
"Typhoid Fever","Yoni","CHC  Mathoir","9999","2015-51","o","1",""
"Typhoid Fever","Yoni","CHC  Mathoir","9999","2015-51","u","",""
" Malaria cases","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-51","o","4",""
" Malaria cases","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-51","u","17",""
" Malaria cases","Kholifa Rowalla","Masanga Hosp","9999","2015-51","o","4",""
" Malaria cases","Kholifa Rowalla","Masanga Hosp","9999","2015-51","u","12",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-51","o","4",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-51","u","36",""
" Malaria cases","Kholifa Rowalla","MCHP Mabai","9999","2015-51","o","8",""
" Malaria cases","Kholifa Rowalla","MCHP Mabai","9999","2015-51","u","20",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-51","o","14",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-51","u","61",""
" Malaria cases","Kholifa Rowalla","MCHP Mayossoh","9999","2015-51","o","18",""
" Malaria cases","Kholifa Rowalla","MCHP Mayossoh","9999","2015-51","u","35",""
" Malaria cases","Kholifa Rowalla","MCHP Malone","9999","2015-51","o","11",""
" Malaria cases","Kholifa Rowalla","MCHP Malone","9999","2015-51","u","34",""
" Malaria cases","Kholifa Rowalla","CHP Mabom","9999","2015-51","o","18",""
" Malaria cases","Kholifa Rowalla","CHP Mabom","9999","2015-51","u","15",""
" Malaria cases","Kholifa Rowalla","MCHP Magbass","9999","2015-51","o","15",""
" Malaria cases","Kholifa Rowalla","MCHP Magbass","9999","2015-51","u","30",""
" Malaria cases","Kholifa Rowalla","MCHP Mamuntha","9999","2015-51","o","108",""
" Malaria cases","Kholifa Rowalla","MCHP Mamuntha","9999","2015-51","u","68",""
" Malaria cases","Kafe Simira","MCHP Makonthandae","9999","2015-51","o","10","20"
" Malaria cases","Kafe Simira","MCHP Makonthandae","9999","2015-51","u","15",""
" Malaria cases","Kafe Simira","MCHP Mayassoh","9999","2015-51","o","9",""
" Malaria cases","Kafe Simira","MCHP Mayassoh","9999","2015-51","u","12",""
" Malaria cases","Kalansogoia","CHC Bumbuna","9999","2015-51","o","15",""
" Malaria cases","Kalansogoia","CHC Bumbuna","9999","2015-51","u","22",""
" Malaria cases","Kalansogoia","MCHP Kathombo","9999","2015-51","o","",""
" Malaria cases","Kalansogoia","MCHP Kathombo","9999","2015-51","u","45",""
" Malaria cases","Kalansogoia","MCHP Kemedugu","9999","2015-51","o","20",""
" Malaria cases","Kalansogoia","MCHP Kemedugu","9999","2015-51","u","30",""
" Malaria cases","Kalansogoia","MCHP Kamasaypana","9999","2015-51","o","27",""
" Malaria cases","Kalansogoia","MCHP Kamasaypana","9999","2015-51","u","23",""
" Malaria cases","Sambaya Bendugu","CHC Bendugu","9999","2015-51","o","6",""
" Malaria cases","Sambaya Bendugu","CHC Bendugu","9999","2015-51","u","25",""
" Malaria cases","Sambaya Bendugu","MCHP Kholifaga","9999","2015-51","o","49",""
" Malaria cases","Sambaya Bendugu","MCHP Kholifaga","9999","2015-51","u","46",""
" Malaria cases","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-51","o","15",""
" Malaria cases","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-51","u","30",""
" Malaria cases","Tane","CHC Matotoka","9999","2015-51","o","2",""
" Malaria cases","Tane","CHC Matotoka","9999","2015-51","u","28",""
" Malaria cases","Tane","MCHP Mathonkara","9999","2015-51","o","4",""
" Malaria cases","Tane","MCHP Mathonkara","9999","2015-51","u","37",""
" Malaria cases","Tane","MCHP Makrugbeh","9999","2015-51","o","11",""
" Malaria cases","Tane","MCHP Makrugbeh","9999","2015-51","u","16",""
" Malaria cases","Tane","MCHP Mathufullie","9999","2015-51","o","10",""
" Malaria cases","Tane","MCHP Mathufullie","9999","2015-51","u","21",""
" Malaria cases","Tane","MCHP Masankoro","9999","2015-51","o","1",""
" Malaria cases","Tane","MCHP Masankoro","9999","2015-51","u","14",""
" Malaria cases","Kunike Barina","CHC Makali","9999","2015-51","o","10",""
" Malaria cases","Kunike Barina","CHC Makali","9999","2015-51","u","30",""
" Malaria cases","Kunike Barina","MCHP Wonkibor","9999","2015-51","o","5",""
" Malaria cases","Kunike Barina","MCHP Wonkibor","9999","2015-51","u","20",""
" Malaria cases","Kunike Barina","MCHP Mapamuri","9999","2015-51","o","15",""
" Malaria cases","Kunike Barina","MCHP Mapamuri","9999","2015-51","u","12",""
" Malaria cases","Kunike ","CHP Mamansosanka","9999","2015-51","o","14",""
" Malaria cases","Kunike ","CHP Mamansosanka","9999","2015-51","u","20","1"
" Malaria cases","Kunike ","MCHP Petifuline","9999","2015-51","o","1","33"
" Malaria cases","Kunike ","MCHP Petifuline","9999","2015-51","u","27",""
" Malaria cases","Kunike ","MCHP Masiaka","9999","2015-51","o","22",""
" Malaria cases","Kunike ","MCHP Masiaka","9999","2015-51","u","58",""
" Malaria cases","Kunike ","MCHP Matholley ","9999","2015-51","o","20",""
" Malaria cases","Kunike ","MCHP Matholley ","9999","2015-51","u","12",""
" Malaria cases","Kunike ","MCHP Fothaneh Bana","9999","2015-51","o","24",""
" Malaria cases","Kunike ","MCHP Fothaneh Bana","9999","2015-51","u","48",""
" Malaria cases","Kunike ","MCHP Magbanto Bana","9999","2015-51","o","17",""
" Malaria cases","Kunike ","MCHP Magbanto Bana","9999","2015-51","u","24",""
" Malaria cases","Gbonkolenken","Lion Heart Hospital","9999","2015-51","o","25",""
" Malaria cases","Gbonkolenken","Lion Heart Hospital","9999","2015-51","u","30",""
" Malaria cases","Gbonkolenken","CHC Yele","9999","2015-51","o","9",""
" Malaria cases","Gbonkolenken","CHC Yele","9999","2015-51","u","31",""
" Malaria cases","Gbonkolenken","CHC Mayepoh","9999","2015-51","o","20",""
" Malaria cases","Gbonkolenken","CHC Mayepoh","9999","2015-51","u","40",""
" Malaria cases","Gbonkolenken","CHP Makonkorie","9999","2015-51","o","13",""
" Malaria cases","Gbonkolenken","CHP Makonkorie","9999","2015-51","u","11",""
" Malaria cases","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-51","o","20",""
" Malaria cases","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-51","u","48",""
" Malaria cases","Gbonkolenken","MCHP Mansumana","9999","2015-51","o","10",""
" Malaria cases","Gbonkolenken","MCHP Mansumana","9999","2015-51","u","25",""
" Malaria cases","Gbonkolenken","MCHP Mabarr Polie","9999","2015-51","o","18",""
" Malaria cases","Gbonkolenken","MCHP Mabarr Polie","9999","2015-51","u","30",""
" Malaria cases","Gbonkolenken","MCHP Mafay","9999","2015-51","o","6",""
" Malaria cases","Gbonkolenken","MCHP Mafay","9999","2015-51","u","21",""
" Malaria cases","Gbonkolenken","MCHP Warrima","9999","2015-51","o","8",""
" Malaria cases","Gbonkolenken","MCHP Warrima","9999","2015-51","u","23",""
" Malaria cases","Gbonkolenken","CHC Manowo","9999","2015-51","o","12",""
" Malaria cases","Gbonkolenken","CHC Manowo","9999","2015-51","u","29",""
" Malaria cases","Kholifa Mabang","CHC Mabang","9999","2015-51","o","37",""
" Malaria cases","Kholifa Mabang","CHC Mabang","9999","2015-51","u","74",""
" Malaria cases","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","o","20",""
" Malaria cases","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","u","30",""
" Malaria cases","Malal Mara","MCHP Manewa","9999","2015-51","o","10",""
" Malaria cases","Malal Mara","MCHP Manewa","9999","2015-51","u","15",""
" Malaria cases","Malal Mara","MCHP Rochen malal","9999","2015-51","o","12",""
" Malaria cases","Malal Mara","MCHP Rochen malal","9999","2015-51","u","35",""
" Malaria cases","Malal Mara","MCHP Kiampkakolo","9999","2015-51","o","11",""
" Malaria cases","Malal Mara","MCHP Kiampkakolo","9999","2015-51","u","33",""
" Malaria cases","Yoni","CHC Hinistas Mile 91","9999","2015-51","o","6",""
" Malaria cases","Yoni","CHC Hinistas Mile 91","9999","2015-51","u","25",""
" Malaria cases","Yoni","CHP Bakeloko","9999","2015-51","o","22",""
" Malaria cases","Yoni","CHP Bakeloko","9999","2015-51","u","33",""
" Malaria cases","Yoni","CHC  Mathoir","9999","2015-51","o","16",""
" Malaria cases","Yoni","CHC  Mathoir","9999","2015-51","u","27",""
" Malaria cases","Yoni","MCHP Rokimbi","9999","2015-51","o","9",""
" Malaria cases","Yoni","MCHP Rokimbi","9999","2015-51","u","81",""
" Malaria cases","Yoni","CHP Masengbeh","9999","2015-51","o","22",""
" Malaria cases","Yoni","CHP Masengbeh","9999","2015-51","u","33",""
" Malaria cases","Yoni","MCHP Matawa","9999","2015-51","o","15",""
" Malaria cases","Yoni","MCHP Matawa","9999","2015-51","u","28",""
"Malaria tested","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-51","o","4",""
"Malaria tested","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-51","u","17",""
"Malaria tested","Kholifa Rowalla","Masanga Hosp","9999","2015-51","o","4",""
"Malaria tested","Kholifa Rowalla","Masanga Hosp","9999","2015-51","u","12",""
"Malaria tested","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-51","o","4",""
"Malaria tested","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-51","u","36",""
"Malaria tested","Kholifa Rowalla","MCHP Mabai","9999","2015-51","o","8",""
"Malaria tested","Kholifa Rowalla","MCHP Mabai","9999","2015-51","u","20",""
"Malaria tested","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-51","o","14",""
"Malaria tested","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-51","u","61",""
"Malaria tested","Kholifa Rowalla","MCHP Mayossoh","9999","2015-51","o","18",""
"Malaria tested","Kholifa Rowalla","MCHP Mayossoh","9999","2015-51","u","35",""
"Malaria tested","Kholifa Rowalla","MCHP Malone","9999","2015-51","o","11",""
"Malaria tested","Kholifa Rowalla","MCHP Malone","9999","2015-51","u","34",""
"Malaria tested","Kholifa Rowalla","CHP Mabom","9999","2015-51","o","18",""
"Malaria tested","Kholifa Rowalla","CHP Mabom","9999","2015-51","u","15",""
"Malaria tested","Kholifa Rowalla","MCHP Magbass","9999","2015-51","o","15",""
"Malaria tested","Kholifa Rowalla","MCHP Magbass","9999","2015-51","u","30",""
"Malaria tested","Kholifa Rowalla","MCHP Mamuntha","9999","2015-51","o","73",""
"Malaria tested","Kholifa Rowalla","MCHP Mamuntha","9999","2015-51","u","51",""
"Malaria tested","Kafe Simira","MCHP Makonthandae","9999","2015-51","o","10",""
"Malaria tested","Kafe Simira","MCHP Makonthandae","9999","2015-51","u","15",""
"Malaria tested","Kafe Simira","MCHP Mayassoh","9999","2015-51","o","9",""
"Malaria tested","Kafe Simira","MCHP Mayassoh","9999","2015-51","u","12",""
"Malaria tested","Kalansogoia","CHC Bumbuna","9999","2015-51","o","15",""
"Malaria tested","Kalansogoia","CHC Bumbuna","9999","2015-51","u","22",""
"Malaria tested","Kalansogoia","MCHP Kathombo","9999","2015-51","o","",""
"Malaria tested","Kalansogoia","MCHP Kathombo","9999","2015-51","u","45",""
"Malaria tested","Kalansogoia","MCHP Kemedugu","9999","2015-51","o","20",""
"Malaria tested","Kalansogoia","MCHP Kemedugu","9999","2015-51","u","30",""
"Malaria tested","Kalansogoia","MCHP Kamasaypana","9999","2015-51","o","27",""
"Malaria tested","Kalansogoia","MCHP Kamasaypana","9999","2015-51","u","23",""
"Malaria tested","Sambaya Bendugu","CHC Bendugu","9999","2015-51","o","6",""
"Malaria tested","Sambaya Bendugu","CHC Bendugu","9999","2015-51","u","25",""
"Malaria tested","Sambaya Bendugu","MCHP Kholifaga","9999","2015-51","o","49",""
"Malaria tested","Sambaya Bendugu","MCHP Kholifaga","9999","2015-51","u","46",""
"Malaria tested","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-51","o","15",""
"Malaria tested","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-51","u","30",""
"Malaria tested","Tane","CHC Matotoka","9999","2015-51","o","2",""
"Malaria tested","Tane","CHC Matotoka","9999","2015-51","u","28",""
"Malaria tested","Tane","MCHP Mathonkara","9999","2015-51","o","4",""
"Malaria tested","Tane","MCHP Mathonkara","9999","2015-51","u","37",""
"Malaria tested","Tane","MCHP Masankoro","9999","2015-51","o","1",""
"Malaria tested","Tane","MCHP Masankoro","9999","2015-51","u","14",""
"Malaria tested","Kunike Barina","CHC Makali","9999","2015-51","o","10",""
"Malaria tested","Kunike Barina","CHC Makali","9999","2015-51","u","30",""
"Malaria tested","Kunike Barina","MCHP Wonkibor","9999","2015-51","o","5",""
"Malaria tested","Kunike Barina","MCHP Wonkibor","9999","2015-51","u","20",""
"Malaria tested","Kunike Barina","MCHP Mapamuri","9999","2015-51","o","15",""
"Malaria tested","Kunike Barina","MCHP Mapamuri","9999","2015-51","u","12",""
"Malaria tested","Kunike ","CHP Mamansosanka","9999","2015-51","o","14",""
"Malaria tested","Kunike ","CHP Mamansosanka","9999","2015-51","u","20","1"
"Malaria tested","Kunike ","MCHP Petifuline","9999","2015-51","o","1",""
"Malaria tested","Kunike ","MCHP Petifuline","9999","2015-51","u","27",""
"Malaria tested","Kunike ","MCHP Masiaka","9999","2015-51","o","22",""
"Malaria tested","Kunike ","MCHP Masiaka","9999","2015-51","u","58",""
"Malaria tested","Kunike ","MCHP Matholley ","9999","2015-51","o","20",""
"Malaria tested","Kunike ","MCHP Matholley ","9999","2015-51","u","12",""
"Malaria tested","Kunike ","MCHP Fothaneh Bana","9999","2015-51","o","24",""
"Malaria tested","Kunike ","MCHP Fothaneh Bana","9999","2015-51","u","48",""
"Malaria tested","Kunike ","MCHP Magbanto Bana","9999","2015-51","o","17",""
"Malaria tested","Kunike ","MCHP Magbanto Bana","9999","2015-51","u","24",""
"Malaria tested","Gbonkolenken","Lion Heart Hospital","9999","2015-51","o","25",""
"Malaria tested","Gbonkolenken","Lion Heart Hospital","9999","2015-51","u","30",""
"Malaria tested","Gbonkolenken","CHC Yele","9999","2015-51","o","9",""
"Malaria tested","Gbonkolenken","CHC Yele","9999","2015-51","u","31",""
"Malaria tested","Gbonkolenken","CHC Mayepoh","9999","2015-51","o","20",""
"Malaria tested","Gbonkolenken","CHC Mayepoh","9999","2015-51","u","40",""
"Malaria tested","Gbonkolenken","CHP Makonkorie","9999","2015-51","o","13",""
"Malaria tested","Gbonkolenken","CHP Makonkorie","9999","2015-51","u","11",""
"Malaria tested","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-51","o","20",""
"Malaria tested","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-51","u","48",""
"Malaria tested","Gbonkolenken","MCHP Mansumana","9999","2015-51","o","10",""
"Malaria tested","Gbonkolenken","MCHP Mansumana","9999","2015-51","u","25",""
"Malaria tested","Gbonkolenken","MCHP Mabarr Polie","9999","2015-51","o","18",""
"Malaria tested","Gbonkolenken","MCHP Mabarr Polie","9999","2015-51","u","30",""
"Malaria tested","Gbonkolenken","MCHP Mafay","9999","2015-51","o","6",""
"Malaria tested","Gbonkolenken","MCHP Mafay","9999","2015-51","u","21",""
"Malaria tested","Gbonkolenken","MCHP Warrima","9999","2015-51","o","8",""
"Malaria tested","Gbonkolenken","MCHP Warrima","9999","2015-51","u","23",""
"Malaria tested","Gbonkolenken","CHC Manowo","9999","2015-51","o","12",""
"Malaria tested","Gbonkolenken","CHC Manowo","9999","2015-51","u","29",""
"Malaria tested","Kholifa Mabang","CHC Mabang","9999","2015-51","o","37",""
"Malaria tested","Kholifa Mabang","CHC Mabang","9999","2015-51","u","74",""
"Malaria tested","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","o","20",""
"Malaria tested","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","u","30",""
"Malaria tested","Malal Mara","MCHP Manewa","9999","2015-51","o","10",""
"Malaria tested","Malal Mara","MCHP Manewa","9999","2015-51","u","15",""
"Malaria tested","Malal Mara","MCHP Rochen malal","9999","2015-51","o","12",""
"Malaria tested","Malal Mara","MCHP Rochen malal","9999","2015-51","u","35",""
"Malaria tested","Malal Mara","MCHP Kiampkakolo","9999","2015-51","o","11",""
"Malaria tested","Malal Mara","MCHP Kiampkakolo","9999","2015-51","u","33",""
"Malaria tested","Yoni","CHC Hinistas Mile 91","9999","2015-51","o","6",""
"Malaria tested","Yoni","CHC Hinistas Mile 91","9999","2015-51","u","25",""
"Malaria tested","Yoni","CHP Bakeloko","9999","2015-51","o","22",""
"Malaria tested","Yoni","CHP Bakeloko","9999","2015-51","u","33",""
"Malaria tested","Yoni","CHC  Mathoir","9999","2015-51","o","16",""
"Malaria tested","Yoni","CHC  Mathoir","9999","2015-51","u","27",""
"Malaria tested","Yoni","MCHP Rokimbi","9999","2015-51","o","9",""
"Malaria tested","Yoni","MCHP Rokimbi","9999","2015-51","u","81",""
"Malaria tested","Yoni","CHP Masengbeh","9999","2015-51","o","22",""
"Malaria tested","Yoni","CHP Masengbeh","9999","2015-51","u","33",""
"Malaria tested","Yoni","MCHP Matawa","9999","2015-51","o","15",""
"Malaria tested","Yoni","MCHP Matawa","9999","2015-51","u","28",""
"Malaria Positive","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-51","o","4",""
"Malaria Positive","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-51","u","17",""
"Malaria Positive","Kholifa Rowalla","Masanga Hosp","9999","2015-51","o","1",""
"Malaria Positive","Kholifa Rowalla","Masanga Hosp","9999","2015-51","u","6",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-51","o","4",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-51","u","36",""
"Malaria Positive","Kholifa Rowalla","MCHP Mabai","9999","2015-51","o","4",""
"Malaria Positive","Kholifa Rowalla","MCHP Mabai","9999","2015-51","u","14",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-51","o","2",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-51","u","10",""
"Malaria Positive","Kholifa Rowalla","MCHP Mayossoh","9999","2015-51","o","11",""
"Malaria Positive","Kholifa Rowalla","MCHP Mayossoh","9999","2015-51","u","13",""
"Malaria Positive","Kholifa Rowalla","MCHP Malone","9999","2015-51","o","11",""
"Malaria Positive","Kholifa Rowalla","MCHP Malone","9999","2015-51","u","23",""
"Malaria Positive","Kholifa Rowalla","CHP Mabom","9999","2015-51","o","9",""
"Malaria Positive","Kholifa Rowalla","CHP Mabom","9999","2015-51","u","10",""
"Malaria Positive","Kholifa Rowalla","MCHP Magbass","9999","2015-51","o","10",""
"Malaria Positive","Kholifa Rowalla","MCHP Magbass","9999","2015-51","u","20",""
"Malaria Positive","Kholifa Rowalla","MCHP Mamuntha","9999","2015-51","o","51",""
"Malaria Positive","Kholifa Rowalla","MCHP Mamuntha","9999","2015-51","u","41",""
"Malaria Positive","Kafe Simira","MCHP Makonthandae","9999","2015-51","o","10",""
"Malaria Positive","Kafe Simira","MCHP Makonthandae","9999","2015-51","u","15",""
"Malaria Positive","Kafe Simira","MCHP Mayassoh","9999","2015-51","o","6",""
"Malaria Positive","Kafe Simira","MCHP Mayassoh","9999","2015-51","u","7",""
"Malaria Positive","Kalansogoia","CHC Bumbuna","9999","2015-51","o","8",""
"Malaria Positive","Kalansogoia","CHC Bumbuna","9999","2015-51","u","10",""
"Malaria Positive","Kalansogoia","MCHP Kathombo","9999","2015-51","o","",""
"Malaria Positive","Kalansogoia","MCHP Kathombo","9999","2015-51","u","37",""
"Malaria Positive","Kalansogoia","MCHP Kemedugu","9999","2015-51","o","18",""
"Malaria Positive","Kalansogoia","MCHP Kemedugu","9999","2015-51","u","25",""
"Malaria Positive","Kalansogoia","MCHP Kamasaypana","9999","2015-51","o","14",""
"Malaria Positive","Kalansogoia","MCHP Kamasaypana","9999","2015-51","u","12",""
"Malaria Positive","Sambaya Bendugu","CHC Bendugu","9999","2015-51","o","4",""
"Malaria Positive","Sambaya Bendugu","CHC Bendugu","9999","2015-51","u","20",""
"Malaria Positive","Sambaya Bendugu","MCHP Kholifaga","9999","2015-51","o","15",""
"Malaria Positive","Sambaya Bendugu","MCHP Kholifaga","9999","2015-51","u","19",""
"Malaria Positive","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-51","o","13",""
"Malaria Positive","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-51","u","27",""
"Malaria Positive","Tane","CHC Matotoka","9999","2015-51","o","2",""
"Malaria Positive","Tane","CHC Matotoka","9999","2015-51","u","28",""
"Malaria Positive","Tane","MCHP Mathonkara","9999","2015-51","o","2",""
"Malaria Positive","Tane","MCHP Mathonkara","9999","2015-51","u","18",""
"Malaria Positive","Tane","MCHP Makrugbeh","9999","2015-51","o","10",""
"Malaria Positive","Tane","MCHP Makrugbeh","9999","2015-51","u","14",""
"Malaria Positive","Tane","MCHP Mathufullie","9999","2015-51","o","7",""
"Malaria Positive","Tane","MCHP Mathufullie","9999","2015-51","u","19",""
"Malaria Positive","Tane","MCHP Masankoro","9999","2015-51","o","1",""
"Malaria Positive","Tane","MCHP Masankoro","9999","2015-51","u","14",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2015-51","o","7",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2015-51","u","23",""
"Malaria Positive","Kunike Barina","MCHP Wonkibor","9999","2015-51","o","2",""
"Malaria Positive","Kunike Barina","MCHP Wonkibor","9999","2015-51","u","14",""
"Malaria Positive","Kunike Barina","MCHP Makoni Line","9999","2015-51","o","20",""
"Malaria Positive","Kunike Barina","MCHP Makoni Line","9999","2015-51","u","10",""
"Malaria Positive","Kunike Barina","MCHP Mapamuri","9999","2015-51","o","13",""
"Malaria Positive","Kunike Barina","MCHP Mapamuri","9999","2015-51","u","11",""
"Malaria Positive","Kunike ","CHP Mamansosanka","9999","2015-51","o","14",""
"Malaria Positive","Kunike ","CHP Mamansosanka","9999","2015-51","u","20","1"
"Malaria Positive","Kunike ","MCHP Petifuline","9999","2015-51","o","1",""
"Malaria Positive","Kunike ","MCHP Petifuline","9999","2015-51","u","27",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2015-51","o","2",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2015-51","u","19",""
"Malaria Positive","Kunike ","MCHP Matholley ","9999","2015-51","o","20",""
"Malaria Positive","Kunike ","MCHP Matholley ","9999","2015-51","u","10",""
"Malaria Positive","Kunike ","MCHP Fothaneh Bana","9999","2015-51","o","2",""
"Malaria Positive","Kunike ","MCHP Fothaneh Bana","9999","2015-51","u","28",""
"Malaria Positive","Kunike ","MCHP Magbanto Bana","9999","2015-51","o","17",""
"Malaria Positive","Kunike ","MCHP Magbanto Bana","9999","2015-51","u","24",""
"Malaria Positive","Gbonkolenken","Lion Heart Hospital","9999","2015-51","o","20",""
"Malaria Positive","Gbonkolenken","Lion Heart Hospital","9999","2015-51","u","30",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2015-51","o","3",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2015-51","u","19",""
"Malaria Positive","Gbonkolenken","CHC Mayepoh","9999","2015-51","o","18",""
"Malaria Positive","Gbonkolenken","CHC Mayepoh","9999","2015-51","u","35",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2015-51","o","13",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2015-51","u","11",""
"Malaria Positive","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-51","o","20",""
"Malaria Positive","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-51","u","48",""
"Malaria Positive","Gbonkolenken","MCHP Mansumana","9999","2015-51","o","10",""
"Malaria Positive","Gbonkolenken","MCHP Mansumana","9999","2015-51","u","25",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2015-51","o","18",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2015-51","u","30",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2015-51","o","5",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2015-51","u","18",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2015-51","o","8",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2015-51","u","21",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2015-51","o","5",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2015-51","u","24",""
"Malaria Positive","Kholifa Mabang","CHC Mabang","9999","2015-51","o","33",""
"Malaria Positive","Kholifa Mabang","CHC Mabang","9999","2015-51","u","73",""
"Malaria Positive","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","o","5",""
"Malaria Positive","Kholifa Mabang","MCHP Mamansokafla","9999","2015-51","u","10",""
"Malaria Positive","Malal Mara","MCHP Manewa","9999","2015-51","o","5",""
"Malaria Positive","Malal Mara","MCHP Manewa","9999","2015-51","u","10",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2015-51","o","3",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2015-51","u","18",""
"Malaria Positive","Malal Mara","MCHP Kiampkakolo","9999","2015-51","o","5",""
"Malaria Positive","Malal Mara","MCHP Kiampkakolo","9999","2015-51","u","14",""
"Malaria Positive","Yoni","CHC Hinistas Mile 91","9999","2015-51","o","6",""
"Malaria Positive","Yoni","CHC Hinistas Mile 91","9999","2015-51","u","25",""
"Malaria Positive","Yoni","CHP Bakeloko","9999","2015-51","o","18",""
"Malaria Positive","Yoni","CHP Bakeloko","9999","2015-51","u","29",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2015-51","o","3",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2015-51","u","15",""
"Malaria Positive","Yoni","MCHP Rokimbi","9999","2015-51","o","9",""
